Suburb,Rooms,Type,Price,Method,Real estate,Distance,Bathroom,Car,Land size,Building area,Year built,Council area,Lattitude,Longtitude,Region name,Property count,Year Sold,Month Sold
Essendon,2,u,435000.0,S,Nelson,8.0,1.0,1.0,0.0,66.0,1970.0,Moonee Valley,-37.7461,144.9079,Western Metropolitan,9264.0,2016,11
Brunswick,2,h,755000.0,S,Nelson,5.2,1.0,1.0,159.0,157.0,1930.0,Moreland,-37.7656,144.9562,Northern Metropolitan,11918.0,2016,7
Maribyrnong,3,t,865000.0,PI,Clairmont,8.7,2.0,2.0,151.0,3.0,2010.0,Maribyrnong,-37.7855,144.8958,Western Metropolitan,4918.0,2016,4
Kew,4,h,1312000.0,PI,RT,5.6,2.0,1.0,687.0,180.0,1955.0,Boroondara,-37.8096,145.0529,Southern Metropolitan,10331.0,2016,9
Hughesdale,2,h,1550000.0,S,Woodards,13.0,1.0,1.0,732.0,97.0,1950.0,Monash,-37.8931,145.0791,Southern Metropolitan,3145.0,2016,3
Southbank,2,u,622500.0,S,hockingstuart,1.2,2.0,1.0,2955.0,67.0,2013.0,Melbourne,-37.8299,144.9679,Southern Metropolitan,8400.0,2016,5
Sunshine,4,h,890000.0,S,Sweeney,12.6,1.0,2.0,668.0,127.0,1930.0,Brimbank,-37.7796,144.845,Western Metropolitan,3755.0,2016,12
Preston,1,u,385000.0,SP,Brad,8.8,1.0,1.0,896.0,65.0,2011.0,Darebin,-37.7316,145.0201,Northern Metropolitan,14577.0,2017,4
Brighton East,4,h,2504000.0,S,Marshall,10.7,2.0,2.0,674.0,183.0,1950.0,Bayside,-37.9022,145.0125,Southern Metropolitan,6938.0,2016,3
Northcote,3,t,900000.0,S,Nelson,5.5,2.0,2.0,608.0,138.0,2012.0,Darebin,-37.7763,144.9967,Northern Metropolitan,11364.0,2016,7
Carnegie,3,t,970000.0,PI,Marshall,11.4,2.0,2.0,325.0,223.0,2005.0,Glen Eira,-37.8933,145.0546,Southern Metropolitan,7822.0,2016,5
St Kilda,2,u,400000.0,VB,McGrath,6.1,1.0,1.0,797.0,67.0,1970.0,Port Phillip,-37.8642,144.9793,Southern Metropolitan,13240.0,2016,6
Elsternwick,2,u,740000.0,SP,Gary,8.5,1.0,1.0,0.0,97.0,1960.0,Glen Eira,-37.8881,145.0097,Southern Metropolitan,4898.0,2017,8
Kew,2,u,610000.0,SP,Nelson,5.6,1.0,1.0,745.0,72.0,1968.0,Boroondara,-37.8024,145.0346,Southern Metropolitan,10331.0,2017,4
Maidstone,3,t,895000.0,S,Rendina,6.4,2.0,2.0,262.0,153.0,2004.0,Maribyrnong,-37.78284,144.88098,Western Metropolitan,3873.0,2017,1
Tarneit,3,h,446000.0,S,Sweeney,18.4,2.0,2.0,326.0,162.0,2012.0,Wyndham,-37.85037,144.66179,Western Metropolitan,10160.0,2017,7
Ashburton,4,h,1950000.0,S,Tim,11.0,2.0,2.0,844.0,278.0,1940.0,Boroondara,-37.8715,145.0688,Southern Metropolitan,3052.0,2016,5
Moorabbin,2,h,776000.0,S,Ray,14.6,1.0,1.0,209.0,101.0,2002.0,Kingston,-37.9389,145.0467,Southern Metropolitan,2555.0,2016,11
Kew,3,t,1330000.0,PI,Jellis,5.6,2.0,2.0,205.0,184.0,1995.0,Boroondara,-37.7993,145.0267,Southern Metropolitan,10331.0,2016,11
Beaumaris,4,h,2200000.0,S,Ray,17.3,3.0,2.0,704.0,318.0,2014.0,Bayside,-37.99035,145.03839,Southern Metropolitan,5366.0,2017,5
Altona,3,u,630000.0,S,Barlow,13.8,1.0,2.0,311.0,94.0,1955.0,Hobsons Bay,-37.8702,144.8143,Western Metropolitan,5301.0,2016,6
Caroline Springs,4,h,740000.0,S,Barry,14.8,2.0,2.0,750.0,222.0,2008.0,Melton,-37.7277,144.73422,Western Metropolitan,7719.0,2017,8
Hampton,3,t,1405000.0,S,Buxton,13.8,2.0,2.0,220.0,139.0,2014.0,Bayside,-37.934870000000004,145.00093,Southern Metropolitan,5454.0,2017,7
Balwyn,4,h,2000000.0,PI,hockingstuart,9.7,1.0,2.0,739.0,291.0,1930.0,Boroondara,-37.8039,145.0631,Southern Metropolitan,5682.0,2016,6
Moorabbin,4,h,1070000.0,S,Buxton,14.6,2.0,1.0,603.0,140.0,1955.0,Kingston,-37.9381,145.0534,Southern Metropolitan,2555.0,2017,3
Newport,3,h,1151000.0,S,Williams,8.4,1.0,5.0,571.0,120.0,1920.0,Hobsons Bay,-37.8417,144.8896,Western Metropolitan,5498.0,2016,6
St Kilda,2,u,470000.0,VB,McGrath,5.0,1.0,0.0,0.0,67.0,1950.0,Port Phillip,-37.873490000000004,144.9798,Southern Metropolitan,13240.0,2017,7
Heidelberg West,3,h,646250.0,S,Ray,9.4,1.0,2.0,616.0,18.0,1965.0,Banyule,-37.747,145.0389,Eastern Metropolitan,2674.0,2016,5
Southbank,2,u,580000.0,SA,William,1.2,1.0,1.0,0.0,70.0,1994.0,Melbourne,-37.8248,144.9667,Southern Metropolitan,8400.0,2017,5
Coburg,2,h,605000.0,S,Jellis,7.8,1.0,1.0,0.0,13.0,1969.0,Moreland,-37.7519,144.9721,Northern Metropolitan,11204.0,2016,6
Maribyrnong,3,h,907000.0,S,Raine,8.7,1.0,2.0,678.0,124.0,1950.0,Maribyrnong,-37.769,144.8935,Western Metropolitan,4918.0,2016,11
Flemington,2,h,990000.0,S,Nelson,3.4,1.0,1.0,180.0,82.0,1900.0,Moonee Valley,-37.7839,144.92727,Northern Metropolitan,3593.0,2017,5
Thornbury,3,t,1070000.0,S,Jellis,6.5,2.0,2.0,158.0,140.0,2007.0,Darebin,-37.7588,144.9881,Northern Metropolitan,8870.0,2016,9
Camberwell,3,h,2325000.0,PI,Marshall,7.8,2.0,2.0,1133.0,131.0,1930.0,Boroondara,-37.8426,145.0943,Southern Metropolitan,8920.0,2016,7
Glen Iris,2,t,585000.0,S,Jellis,9.2,1.0,1.0,84.0,84.0,1960.0,Boroondara,-37.8517,145.0796,Southern Metropolitan,10412.0,2016,10
Fairfield,3,h,1250000.0,VB,Jellis,5.8,2.0,0.0,327.0,144.0,1910.0,Darebin,-37.7723,145.0179,Northern Metropolitan,2970.0,2016,3
Prahran,2,h,1582000.0,S,Marshall,4.5,1.0,0.0,214.0,122.0,1915.0,Stonnington,-37.8572,145.0066,Southern Metropolitan,7717.0,2017,2
Epping,4,h,660000.0,SP,Purplebricks,19.6,1.0,3.0,558.0,159.0,1980.0,Whittlesea,-37.64666,145.03062,Northern Metropolitan,10926.0,2017,6
Glen Iris,4,h,1950000.0,SP,Marshall,9.2,2.0,2.0,775.0,155.0,1960.0,Boroondara,-37.8561,145.0934,Southern Metropolitan,10412.0,2017,2
Bulleen,4,h,1235000.0,S,Jellis,11.8,2.0,2.0,556.0,214.0,1957.0,Manningham,-37.7657,145.0957,Eastern Metropolitan,4480.0,2016,3
Altona North,3,h,815000.0,S,hockingstuart,11.1,2.0,3.0,555.0,130.0,1960.0,Hobsons Bay,-37.8318,144.8388,Western Metropolitan,5132.0,2017,2
Newport,3,h,950000.0,S,Jas,8.4,1.0,2.0,453.0,145.0,1950.0,Hobsons Bay,-37.8414,144.8707,Western Metropolitan,5498.0,2016,7
Greenvale,4,h,840500.0,S,YPA,20.4,2.0,2.0,494.0,298.21,2014.0,Hume,-37.61424,144.88705,Northern Metropolitan,4864.0,2017,6
South Yarra,2,h,2210000.0,S,Castran,2.7,2.0,1.0,187.0,133.0,1890.0,Melbourne,-37.83554,144.97956000000005,Southern Metropolitan,14887.0,2017,3
Carnegie,4,h,1830000.0,S,Gary,11.4,2.0,2.0,687.0,237.0,1983.0,Glen Eira,-37.8931,145.0479,Southern Metropolitan,7822.0,2016,10
Newport,2,h,816000.0,S,RT,8.4,1.0,1.0,315.0,104.0,1930.0,Hobsons Bay,-37.8465,144.8714,Western Metropolitan,5498.0,2016,11
Brunswick,3,t,641000.0,SP,RW,5.2,2.0,1.0,0.0,112.0,1900.0,Moreland,-37.7703,144.9533,Northern Metropolitan,11918.0,2016,5
Port Melbourne,2,u,550000.0,S,Buxton,3.8,1.0,1.0,0.0,57.0,2012.0,Port Phillip,-37.8408,144.94,Southern Metropolitan,8648.0,2016,4
Balwyn,2,u,602000.0,S,Noel,7.9,1.0,1.0,1129.0,72.0,1960.0,Boroondara,-37.81623,145.0841,Southern Metropolitan,5682.0,2017,5
Fawkner,3,h,650000.0,SP,Brad,12.4,1.0,3.0,602.0,97.0,1950.0,Moreland,-37.7144,144.9737,Northern Metropolitan,5070.0,2017,3
Mooroolbark,3,h,581000.0,S,iTRAK,26.5,1.0,2.0,484.0,102.0,1970.0,Yarra Ranges,-37.78454,145.33073000000005,Eastern Victoria,8280.0,2017,6
Ascot Vale,2,u,490000.0,VB,Jellis,5.9,1.0,1.0,423.0,62.0,1970.0,Moonee Valley,-37.7736,144.9015,Western Metropolitan,6567.0,2017,4
Balaclava,4,h,1819000.0,S,Gary,6.6,2.0,1.0,244.0,180.0,1900.0,Port Phillip,-37.8668,144.9928,Southern Metropolitan,2952.0,2016,3
Hampton East,3,h,1345000.0,SA,Buxton,13.8,1.0,1.0,587.0,131.0,1950.0,Bayside,-37.940870000000004,145.03366,Southern Metropolitan,2356.0,2017,12
Oakleigh,5,h,1351000.0,S,Ray,14.0,3.0,2.0,707.0,175.0,1955.0,Monash,-37.9098,145.097,Southern Metropolitan,3224.0,2017,5
Coburg,3,t,687000.0,S,Nelson,7.8,1.0,1.0,116.0,140.0,1995.0,Moreland,-37.7454,144.9487,Northern Metropolitan,11204.0,2016,11
Brunswick East,3,h,1679000.0,S,Nelson,4.5,2.0,0.0,326.0,118.0,1920.0,Moreland,-37.7776,144.9751,Northern Metropolitan,5533.0,2016,11
North Melbourne,2,u,620000.0,S,LITTLE,2.3,1.0,2.0,0.0,69.0,2004.0,Melbourne,-37.8004,144.9544,Northern Metropolitan,6821.0,2016,11
Flemington,3,h,1220000.0,SP,Nelson,3.4,1.0,1.0,293.0,104.0,1900.0,Moonee Valley,-37.784459999999996,144.92797,Northern Metropolitan,3593.0,2017,12
Footscray,2,h,745000.0,S,Village,6.4,1.0,1.0,355.0,74.0,1890.0,Maribyrnong,-37.7931,144.8938,Western Metropolitan,7570.0,2016,7
Port Melbourne,3,u,1200000.0,SP,Wilson,3.8,2.0,2.0,0.0,139.0,2012.0,Port Phillip,-37.841,144.9379,Southern Metropolitan,8648.0,2016,3
Essendon,4,t,1250000.0,PI,Frank,8.0,3.0,2.0,374.0,267.0,2015.0,Moonee Valley,-37.7507,144.8911,Western Metropolitan,9264.0,2016,6
Glenroy,3,t,680000.0,SP,Stockdale,13.0,2.0,2.0,243.0,133.0,2014.0,Moreland,-37.7116,144.9357,Northern Metropolitan,8870.0,2017,4
Mont Albert,2,u,725000.0,VB,Jellis,11.8,2.0,2.0,0.0,116.0,2005.0,Whitehorse,-37.8161,145.1098,Eastern Metropolitan,2079.0,2016,11
Brunswick,1,u,418000.0,SP,Harcourts,5.2,1.0,1.0,0.0,51.0,1970.0,Moreland,-37.7783,144.9635,Northern Metropolitan,11918.0,2017,5
Oak Park,5,h,900000.0,VB,Brad,11.5,2.0,2.0,568.0,260.0,1995.0,Moreland,-37.7129,144.9253,Northern Metropolitan,2651.0,2016,7
Hillside,4,h,580000.0,SP,YPA,18.0,2.0,2.0,600.0,174.0,2002.0,Melton,-37.6844,144.75595,Western Metropolitan,5556.0,2017,12
Templestowe Lower,3,h,1220000.0,SP,Jellis,13.8,1.0,2.0,720.0,133.0,1960.0,Manningham,-37.7668,145.1086,Eastern Metropolitan,5420.0,2016,11
Mont Albert,3,h,2588000.0,SP,Fletchers,11.8,3.0,2.0,1149.0,225.0,1920.0,Whitehorse,-37.812,145.1095,Eastern Metropolitan,2079.0,2016,7
Ivanhoe East,5,h,1797000.0,S,hockingstuart,9.0,3.0,3.0,826.0,250.0,1955.0,Banyule,-37.7793,145.0654,Eastern Metropolitan,1554.0,2016,5
Sunshine North,2,h,1190000.0,S,YPA,13.3,1.0,6.0,968.0,141.0,1950.0,Brimbank,-37.7698,144.8362,Western Metropolitan,4217.0,2016,11
Brunswick,4,h,1900000.0,VB,Nelson,5.2,3.0,2.0,0.0,212.0,2012.0,Moreland,-37.775,144.9513,Northern Metropolitan,11918.0,2017,5
Footscray,2,h,661000.0,S,Sweeney,6.4,1.0,1.0,132.0,83.0,1970.0,Maribyrnong,-37.7946,144.8903,Western Metropolitan,7570.0,2016,8
Moonee Ponds,4,h,2400000.0,S,Rendina,6.9,4.0,2.0,636.0,308.0,1900.0,Moonee Valley,-37.7629,144.9157,Western Metropolitan,6232.0,2016,10
St Kilda,1,u,354000.0,S,McGrath,6.1,1.0,1.0,1659.0,46.0,1960.0,Port Phillip,-37.8699,144.9764,Southern Metropolitan,13240.0,2016,7
Southbank,2,u,530000.0,VB,Greg,1.2,1.0,1.0,0.0,84.0,2003.0,Melbourne,-37.8246,144.9632,Southern Metropolitan,8400.0,2016,4
Hawthorn,1,u,375000.0,S,Domain,5.3,1.0,1.0,0.0,53.0,1970.0,Boroondara,-37.825379999999996,145.02546,Southern Metropolitan,11308.0,2017,6
Maribyrnong,3,u,662500.0,S,Rendina,8.7,2.0,2.0,202.0,121.0,2006.0,Maribyrnong,-37.768,144.8894,Western Metropolitan,4918.0,2016,7
Keilor East,4,h,732000.0,S,Nelson,12.8,2.0,2.0,544.0,233.0,1980.0,Moonee Valley,-37.7479,144.8763,Western Metropolitan,5629.0,2016,8
Yarraville,2,h,950000.0,S,Jas,6.3,1.0,0.0,150.0,79.0,1900.0,Maribyrnong,-37.819559999999996,144.89054,Western Metropolitan,6543.0,2017,3
Cairnlea,4,h,821000.0,PI,Sweeney,14.8,2.0,2.0,638.0,270.18,2009.0,Brimbank,-37.76189,144.78517,Western Metropolitan,2674.0,2017,3
Pascoe Vale,3,h,975000.0,SP,Brad,9.9,1.0,3.0,686.0,151.0,1970.0,Moreland,-37.7231,144.9252,Northern Metropolitan,7485.0,2016,10
St Kilda,4,h,1950000.0,S,hockingstuart,6.1,2.0,2.0,436.0,211.0,1880.0,Port Phillip,-37.8629,144.9887,Southern Metropolitan,13240.0,2016,7
Coburg,4,h,975000.0,PI,Re,7.8,2.0,2.0,307.0,203.0,1996.0,Moreland,-37.74800000000001,144.9602,Northern Metropolitan,11204.0,2016,11
Heidelberg West,2,t,370000.0,VB,Miles,9.4,1.0,1.0,100.0,90.0,2013.0,Banyule,-37.7383,145.036,Eastern Metropolitan,2674.0,2016,7
Newport,3,h,1230000.0,S,Williams,6.2,1.0,1.0,396.0,123.0,1900.0,Hobsons Bay,-37.8363,144.87588,Western Metropolitan,5498.0,2017,6
Sunshine West,3,h,451000.0,S,Douglas,13.5,1.0,6.0,655.0,146.0,1978.0,Brimbank,-37.8022,144.8235,Western Metropolitan,6763.0,2016,7
Dandenong North,5,h,895000.0,S,Barry,24.7,2.0,4.0,779.0,186.0,1970.0,Greater Dandenong,-37.94465,145.21236000000005,South-Eastern Metropolitan,8322.0,2017,7
Balwyn,2,u,806000.0,S,Noel,9.7,1.0,1.0,122.0,97.0,1977.0,Boroondara,-37.8124,145.0916,Southern Metropolitan,5682.0,2016,3
Newport,1,h,643700.0,SP,Greg,8.4,1.0,0.0,129.0,45.0,1900.0,Hobsons Bay,-37.8491,144.8903,Western Metropolitan,5498.0,2016,8
Balwyn North,3,t,1150000.0,S,Christopher,9.2,2.0,1.0,207.0,144.0,2003.0,Boroondara,-37.7893,145.092,Southern Metropolitan,7809.0,2016,6
Hawthorn,4,h,1800000.0,SP,Noel,4.6,2.0,4.0,601.0,158.0,1940.0,Boroondara,-37.839,145.0418,Southern Metropolitan,11308.0,2016,8
Brunswick,2,h,1110000.0,S,Jellis,5.2,1.0,0.0,196.0,101.0,1922.0,Moreland,-37.75815,144.97366,Northern Metropolitan,11918.0,2017,7
Doncaster,3,h,1450000.0,PI,Barry,13.9,1.0,1.0,638.0,115.0,1970.0,Manningham,-37.7912,145.1248,Eastern Metropolitan,9028.0,2016,3
Prahran,3,h,1400000.0,VB,Jellis,4.6,2.0,0.0,145.0,138.0,1880.0,Stonnington,-37.84957,144.9889,Southern Metropolitan,7717.0,2017,3
Carnegie,3,u,1008000.0,S,Woodards,11.4,2.0,1.0,300.0,130.0,1990.0,Glen Eira,-37.8974,145.0539,Southern Metropolitan,7822.0,2016,7
Newport,2,h,680000.0,SP,RT,8.4,1.0,1.0,229.0,101.0,2000.0,Hobsons Bay,-37.8368,144.8768,Western Metropolitan,5498.0,2016,4
Moonee Ponds,2,h,970000.0,S,Nelson,6.9,1.0,2.0,272.0,85.0,1900.0,Moonee Valley,-37.7641,144.9073,Western Metropolitan,6232.0,2017,5
Glen Iris,4,h,2850000.0,S,Jellis,9.2,3.0,2.0,1184.0,305.0,1935.0,Boroondara,-37.8526,145.0848,Southern Metropolitan,10412.0,2016,7
Yallambie,5,h,1060000.0,S,Buckingham,15.0,2.0,2.0,627.0,232.0,1960.0,Banyule,-37.7327,145.0804,Northern Metropolitan,1369.0,2017,4
Coburg,3,h,680000.0,PI,Raine,7.8,1.0,2.0,462.0,72.0,1920.0,Moreland,-37.7448,144.9478,Northern Metropolitan,11204.0,2016,4
Malvern East,4,h,1700000.0,VB,Fletchers,11.2,3.0,2.0,365.0,110.0,1930.0,Stonnington,-37.8818,145.0548,Southern Metropolitan,8801.0,2016,5
Footscray,2,t,480000.0,PI,Jas,6.4,1.0,1.0,556.0,75.0,2010.0,Maribyrnong,-37.7919,144.8854,Western Metropolitan,7570.0,2016,6
Avondale Heights,3,h,705000.0,S,Nelson,10.5,1.0,1.0,581.0,106.0,1960.0,Moonee Valley,-37.7691,144.8575,Western Metropolitan,4502.0,2016,5
Flemington,3,h,1130000.0,S,Nelson,4.4,1.0,0.0,294.0,140.0,1900.0,Moonee Valley,-37.7856,144.9292,Northern Metropolitan,3593.0,2016,8
Brunswick East,2,u,435000.0,SP,Pagan,4.5,1.0,1.0,0.0,70.0,2011.0,Moreland,-37.7755,144.9786,Northern Metropolitan,5533.0,2017,5
Reservoir,2,u,433000.0,S,Ray,11.2,1.0,1.0,236.0,72.0,2012.0,Darebin,-37.6984,144.9997,Northern Metropolitan,21650.0,2016,6
Port Melbourne,2,u,516000.0,SP,Cayzer,3.8,1.0,1.0,0.0,70.0,2004.0,Port Phillip,-37.8407,144.9389,Southern Metropolitan,8648.0,2016,12
Sunbury,3,h,420000.0,S,Raine,31.7,1.0,2.0,466.0,101.0,1985.0,Hume,-37.57282,144.70553,Western Metropolitan,14092.0,2017,1
Noble Park,3,h,730000.0,S,iSell,22.7,1.0,4.0,695.0,130.0,1963.0,Greater Dandenong,-37.96015,145.16618,South-Eastern Metropolitan,11806.0,2017,5
St Kilda,2,t,1077000.0,S,Marshall,6.1,1.0,1.0,455.0,98.0,1890.0,Port Phillip,-37.8636,144.9749,Southern Metropolitan,13240.0,2017,5
Hawthorn East,4,t,1738000.0,S,Jellis,7.5,3.0,2.0,324.0,241.0,2002.0,Boroondara,-37.8348,145.0503,Southern Metropolitan,6482.0,2016,10
Ashwood,3,t,1060000.0,S,Buxton,10.2,2.0,2.0,343.0,1.0,2000.0,Monash,-37.86324000000001,145.10289,Southern Metropolitan,2894.0,2017,7
Caulfield,4,h,131000.0,PI,Rodney,8.9,1.0,2.0,499.0,155.0,1920.0,Glen Eira,-37.8864,145.0242,Southern Metropolitan,2379.0,2017,2
Newport,1,u,335000.0,S,Williams,8.4,1.0,1.0,0.0,50.0,2005.0,Hobsons Bay,-37.8413,144.8741,Western Metropolitan,5498.0,2016,7
St Kilda,2,u,565000.0,VB,Eview,6.1,2.0,1.0,0.0,76.0,2013.0,Port Phillip,-37.8562,144.9844,Southern Metropolitan,13240.0,2016,9
Balaclava,2,u,540000.0,VB,McGrath,6.6,1.0,1.0,483.0,51.0,1970.0,Port Phillip,-37.8727,144.9969,Southern Metropolitan,2952.0,2016,6
Ormond,3,h,1322000.0,S,hockingstuart,11.8,1.0,1.0,551.0,156.0,1940.0,Glen Eira,-37.9036,145.0521,Southern Metropolitan,3578.0,2016,12
Ivanhoe,3,h,1486000.0,S,Nelson,7.9,1.0,2.0,645.0,158.0,1930.0,Banyule,-37.7634,145.0439,Eastern Metropolitan,5549.0,2016,10
Carnegie,1,u,330000.0,S,hockingstuart,11.4,1.0,1.0,0.0,33.0,1970.0,Glen Eira,-37.8888,145.0533,Southern Metropolitan,7822.0,2016,6
Brighton,3,h,1302500.0,S,Nick,11.2,2.0,2.0,0.0,171.0,1993.0,Bayside,-37.9166,144.9942,Southern Metropolitan,10579.0,2016,6
South Melbourne,3,u,1250000.0,S,Greg,1.9,2.0,3.0,0.0,113.0,2001.0,Port Phillip,-37.83185,144.96817,Southern Metropolitan,5943.0,2017,6
Malvern East,3,u,707500.0,S,hockingstuart,11.2,1.0,1.0,170.0,83.0,1975.0,Stonnington,-37.8689,145.0504,Southern Metropolitan,8801.0,2016,6
Coburg North,5,h,1172000.0,S,Ray,9.2,3.0,2.0,425.0,37.0,2014.0,Moreland,-37.7302,144.9816,Northern Metropolitan,3445.0,2016,11
Caulfield South,2,u,630000.0,S,Biggin,9.3,1.0,1.0,0.0,71.0,2003.0,Glen Eira,-37.8937,145.0137,Southern Metropolitan,5051.0,2017,5
Balwyn North,7,h,2600000.0,PI,Barry,9.2,3.0,3.0,637.0,529.0,2008.0,Boroondara,-37.7898,145.0967,Southern Metropolitan,7809.0,2016,5
Coburg North,2,t,591000.0,S,Nelson,9.2,1.0,1.0,0.0,86.0,2008.0,Moreland,-37.721,144.9527,Northern Metropolitan,3445.0,2016,7
Balwyn North,5,h,1560000.0,S,RT,9.2,2.0,3.0,845.0,199.0,1980.0,Boroondara,-37.7898,145.1021,Southern Metropolitan,7809.0,2016,11
Fawkner,3,h,631000.0,S,hockingstuart,12.4,2.0,2.0,297.0,133.0,2012.0,Moreland,-37.6994,144.9686,Northern Metropolitan,5070.0,2016,9
Balwyn,4,h,1700000.0,VB,Marshall,9.7,1.0,1.0,672.0,115.0,1935.0,Boroondara,-37.8099,145.0792,Southern Metropolitan,5682.0,2016,7
St Kilda,1,u,470000.0,VB,Chisholm,5.0,1.0,1.0,548.0,44.4,2009.0,Port Phillip,-37.87312,144.97986,Southern Metropolitan,13240.0,2017,8
Fitzroy North,2,h,1350000.0,VB,Nelson,3.6,1.0,1.0,184.0,79.0,1900.0,Yarra,-37.784929999999996,144.98879,Northern Metropolitan,6244.0,2017,1
Essendon,5,h,1811000.0,S,Nelson,8.0,3.0,2.0,657.0,284.0,1930.0,Moonee Valley,-37.7548,144.9098,Western Metropolitan,9264.0,2016,11
Berwick,3,h,620000.0,S,C21,35.2,1.0,2.0,792.0,101.0,1970.0,Casey,-38.03517,145.33886,Eastern Victoria,17093.0,2017,7
Airport West,3,t,730000.0,S,Brad,10.4,1.0,2.0,242.0,124.0,2010.0,Moonee Valley,-37.72893,144.88859,Western Metropolitan,3464.0,2017,6
Balwyn,4,h,3270000.0,S,Fletchers,9.7,2.0,4.0,935.0,241.0,1927.0,Boroondara,-37.8157,145.0795,Southern Metropolitan,5682.0,2016,12
Kingsbury,4,h,800001.0,SP,Purplebricks,12.1,1.0,2.0,467.0,120.0,1970.0,Darebin,-37.7126,145.02996000000005,Northern Metropolitan,1414.0,2017,3
Gladstone Park,5,h,691000.0,S,Barry,12.9,2.0,3.0,551.0,221.0,1975.0,Hume,-37.68329,144.89302,Western Metropolitan,3285.0,2017,6
Maribyrnong,3,t,640000.0,S,Biggin,4.3,2.0,2.0,91.0,132.0,2000.0,Maribyrnong,-37.77449,144.88011,Western Metropolitan,4918.0,2017,7
Fawkner,3,t,492000.0,S,Ray,12.4,1.0,1.0,208.0,107.0,2011.0,Moreland,-37.7092,144.9695,Northern Metropolitan,5070.0,2016,8
Glenroy,3,h,822000.0,S,Stockdale,13.0,1.0,4.0,700.0,105.0,1950.0,Moreland,-37.6988,144.9438,Northern Metropolitan,8870.0,2017,4
Burwood East,4,h,1032000.0,S,Barry,14.7,2.0,2.0,599.0,120.0,1960.0,Whitehorse,-37.848,145.14165,Eastern Metropolitan,4048.0,2017,3
Collingwood,2,u,535000.0,S,Nelson,1.6,1.0,1.0,0.0,63.0,1970.0,Yarra,-37.7981,144.9883,Northern Metropolitan,4553.0,2017,6
Prahran,2,u,645000.0,S,Gary,4.5,1.0,1.0,2842.0,84.0,1920.0,Stonnington,-37.8513,144.9943,Southern Metropolitan,7717.0,2017,5
Ashwood,4,h,1680000.0,S,Jellis,10.2,3.0,3.0,726.0,194.0,1958.0,Monash,-37.85842,145.10288,Southern Metropolitan,2894.0,2017,6
Moonee Ponds,3,h,1850000.0,SP,McDonald,6.2,2.0,2.0,596.0,203.0,1950.0,Moonee Valley,-37.76086,144.90497,Western Metropolitan,6232.0,2017,6
North Melbourne,2,u,665500.0,S,Alexkarbon,2.3,2.0,1.0,0.0,96.0,2012.0,Melbourne,-37.8009,144.9471,Northern Metropolitan,6821.0,2016,11
Essendon,2,u,660000.0,S,Barry,8.0,1.0,1.0,263.0,113.0,1980.0,Moonee Valley,-37.7418,144.8977,Western Metropolitan,9264.0,2016,3
Viewbank,3,h,765000.0,S,Ray,13.8,1.0,2.0,608.0,138.0,1975.0,Banyule,-37.7396,145.0885,Eastern Metropolitan,2698.0,2016,5
Abbotsford,3,h,1176500.0,S,LITTLE,2.5,1.0,1.0,138.0,105.0,1890.0,Yarra,-37.8021,144.9965,Northern Metropolitan,4019.0,2016,7
Richmond,4,h,950000.0,VB,Jellis,2.6,1.0,0.0,254.0,124.0,1890.0,Yarra,-37.8201,144.9898,Northern Metropolitan,14949.0,2016,8
North Melbourne,2,h,1010000.0,S,Jellis,2.3,2.0,0.0,109.0,100.0,1900.0,Melbourne,-37.795,144.942,Northern Metropolitan,6821.0,2016,11
Fitzroy North,2,h,1290000.0,S,Chambers,3.5,1.0,0.0,136.0,92.0,1890.0,Yarra,-37.7819,144.9824,Northern Metropolitan,6244.0,2017,3
South Yarra,2,u,572000.0,SP,hockingstuart,3.3,1.0,1.0,0.0,73.0,1960.0,Melbourne,-37.8368,144.9857,Southern Metropolitan,14887.0,2016,4
Templestowe Lower,4,h,1201000.0,SP,Zahn,13.8,2.0,2.0,657.0,221.0,1978.0,Manningham,-37.7624,145.1175,Eastern Metropolitan,5420.0,2016,3
Delahey,3,h,475000.0,S,YPA,18.0,2.0,2.0,358.0,106.0,1990.0,Brimbank,-37.7145,144.77132,Western Metropolitan,2898.0,2017,12
Hawthorn East,2,u,840000.0,S,Jellis,7.5,1.0,1.0,150.0,99.0,1969.0,Boroondara,-37.844,145.0496,Southern Metropolitan,6482.0,2017,3
Seaford,2,t,386000.0,S,hockingstuart,35.4,1.0,1.0,150.0,106.0,1970.0,Frankston,-38.12477,145.13668,South-Eastern Metropolitan,8077.0,2017,7
Murrumbeena,2,u,500000.0,VB,Beller,12.1,2.0,1.0,5289.0,70.0,2013.0,Glen Eira,-37.8882,145.0666,Southern Metropolitan,4442.0,2016,9
Fawkner,3,h,615000.0,S,Ray,12.4,1.0,2.0,650.0,112.0,1950.0,Moreland,-37.7076,144.9753,Northern Metropolitan,5070.0,2016,7
Meadow Heights,3,h,520000.0,S,RW,17.4,1.0,1.0,631.0,111.0,1960.0,Hume,-37.66004,144.92338,Northern Metropolitan,4704.0,2017,7
Point Cook,3,h,520000.0,SP,LJ,14.7,2.0,2.0,312.0,185.0,2014.0,Wyndham,-37.89273,144.72558999999995,Western Metropolitan,15542.0,2017,12
Reservoir,4,h,885000.0,S,Ray,11.2,2.0,2.0,508.0,141.0,1950.0,Darebin,-37.7129,145.0047,Northern Metropolitan,21650.0,2016,5
